Name,Rate,Gender
آباد,Very Rare,Male
آبادان,Very Rare,Male
آبادیس,Very Rare,Male
آباریس,Very Rare,Male
آباقا,Very Rare,Male
آبان,Very Rare,Male
آبان آسا,Very Rare,Female
آبان دخت,Very Rare,Female
آبان دیس,Very Rare,Female
آبان زاد,Very Rare,Male
آبان سا,Very Rare,Female
آبان سار,Very Rare,Neutral
آبان فام,Very Rare,Female
آبان مهر,Very Rare,Female
آبان یاد,Very Rare,Male
آبانداد,Very Rare,Neutral
آبانه,Very Rare,Female
آبانک,Very Rare,Female
آباگران,Very Rare,Male
آبتاب,Very Rare,Female
آبتین,Common,Male
آبد,Very Rare,Male
آبدست,Very Rare,Male
آبدوس,Very Rare,Male
آبدیس,Very Rare,Female
آبدین,Very Rare,Male
آبرام,Very Rare,Male
آبراهام,Very Rare,Male
آبرخ,Very Rare,Female
آبرلی,Very Rare,Male
آبرنگ,Very Rare,Female
آبرو,Very Rare,Male
آبرود,Very Rare,Female
آبروشن,Very Rare,Female
آبرون,Very Rare,Female
آبسال,Very Rare,Neutral
آبسالان,Very Rare,Female
آبستا,Very Rare,Male
آبش,Very Rare,Male
آبشار,Common,Female
آبشن,Very Rare,Female
آبلاتکا,Very Rare,Male
آبلوج,Very Rare,Female
آبناز,Common,Female
آبنوس,Common,Female
آبنوش,Common,Female
آبو,Very Rare,Male
آبکار,Very Rare,Male
آبگل,Common,Female
آبگون,Very Rare,Female
آبگین,Common,Neutral
آبگینه,Very Rare,Female
آبی,Very Rare,Male
آبیار,Very Rare,Male
آبیژ,Very Rare,Female
آتا,Common,Male
آتاباللی,Very Rare,Male
آتابای,Very Rare,Male
آتابیک,Very Rare,Male
آتابیگ,Very Rare,Male
آتاقلیچ,Very Rare,Male
آتامکین,Very Rare,Male
آتان,Very Rare,Male
آتاناز,Common,Female
آتاگلدی,Very Rare,Male
آتبین,Very Rare,Neutral
آتجان,Very Rare,Male
آتر,Very Rare,Female
آترا,Very Rare,Female
آترابان,Very Rare,Male
آتربان,Very Rare,Male
آتردین,Very Rare,Male
آتروان,Very Rare,Male
آترون,Very Rare,Male
آتروپات,Very Rare,Male
آتری,Very Rare,Female
آتریسا,Very Rare,Female
آترین,Very Rare,Neutral
آترینا,Very Rare,Female
آترینه,Very Rare,Male
آتسا,Common,Female
آتسز,Very Rare,Male
آتش,Very Rare,Neutral
آتش برزین,Very Rare,Male
آتش پا,Very Rare,Male
آتشبان,Very Rare,Male
آتشبند,Very Rare,Neutral
آتشدخت,Common,Female
آتشرخ,Common,Neutral
آتشزاد,Common,Male
آتشفام,Very Rare,Female
آتشه,Very Rare,Female
آتشپاره,Very Rare,Female
آتشک,Very Rare,Female
آتشکار,Common,Male
آتشگون,Very Rare,Female
آتشی,Very Rare,Female
آتشیزه,Very Rare,Female
آتشین,Very Rare,Female
آتلاز,Very Rare,Female
آتمش,Very Rare,Male
آتنا,Frequently Used,Female
آتنایا,Very Rare,Female
آتنه,Very Rare,Female
آتور,Very Rare,Female
آتورپات,Very Rare,Male
آتورینا,Very Rare,Female
آتوسا,Common,Female
آتوشه,Very Rare,Female
آتیال,Very Rare,Male
آتیتی,Very Rare,Male
آتیجی,Very Rare,Male
آتیس,Very Rare,Female
آتیلا,Common,Male
آتین,Very Rare,Male
آتیه,Very Rare,Female
آثویه,Very Rare,Male
آجیر,Very Rare,Male
آخش,Very Rare,Male
آخشیج,Very Rare,Male
آدا,Very Rare,Female
آداد,Very Rare,Male
آدارایل,Very Rare,Male
آداش,Very Rare,Male
آدان,Very Rare,Male
آدبهاوا,Very Rare,Male
آدخ,Very Rare,Male
آدخت,Very Rare,Female
آدر,Very Rare,Male
آدرباد,Very Rare,Male
آدریان,Very Rare,Male
آدریانوس,Very Rare,Male
آدرین,Very Rare,Male
آدلی,Very Rare,Male
آدم,Very Rare,Male
آدنا,Common,Female
آدنیس,Common,Female
آدهاوا,Very Rare,Male
آدورا,Very Rare,Male
آدورینا,Very Rare,Female
آدونیس,Common,Female
آدی,Very Rare,Male
آدیش,Very Rare,Male
آدیشه,Very Rare,Female
آدین,Very Rare,Male
آدینه,Very Rare,Neutral
آدینگ,Very Rare,Male
آدیگوزل,Very Rare,Male
آذار,Very Rare,Female
آذر,Common,Female
آذر برزین,Very Rare,Male
آذرآباد,Very Rare,Neutral
آذرآیین,Very Rare,Male
آذرافروز,Very Rare,Neutral
آذرافزا,Very Rare,Neutral
آذران,Very Rare,Male
آذراوغلی,Very Rare,Male
آذربابا,Very Rare,Male
آذرباد,Very Rare,Male
آذربان,Very Rare,Male
آذربانو,Common,Female
آذربد,Common,Male
آذربه,Very Rare,Male
آذربهرام,Very Rare,Male
آذربو,Very Rare,Female
آذربود,Very Rare,Male
آذربویه,Very Rare,Female
آذرتاش,Common,Male
آذرتوس,Very Rare,Male
آذرجهان,Very Rare,Female
آذرجوش,Very Rare,Male
آذرخاتون,Very Rare,Female
آذرخش,Very Rare,Neutral
آذرداد,Common,Male
آذردخت,Common,Female
آذردیس,Very Rare,Neutral
آذررخ,Common,Neutral
آذرشب,Very Rare,Male
آذرشسب,Very Rare,Male
آذرشست,Very Rare,Neutral
آذرشن,Very Rare,Male
آذرطوس,Very Rare,Male
آذرفر,Very Rare,Male
آذرفرنبغ,Very Rare,Male
آذرفروز,Very Rare,Neutral
آذرفزا,Very Rare,Neutral
آذرماه,Very Rare,Female
آذرماهان,Very Rare,Male
آذرمه,Common,Female
آذرمهر,Common,Neutral
آذرمهربرزین,Very Rare,Male
آذرمیدخت,Common,Female
آذرمینا,Common,Female
آذرنرسی,Very Rare,Male
آذرنوش,Common,Neutral
آذرنگ,Very Rare,Male
آذرهمایون,Very Rare,Female
آذروان,Very Rare,Male
آذرپاد,Very Rare,Male
آذرپناه,Very Rare,Male
آذرپژوه,Very Rare,Male
آذرپی,Very Rare,Male
آذرچهر,Very Rare,Neutral
آذرک,Very Rare,Female
آذرکار,Very Rare,Male
آذرکیش,Very Rare,Male
آذرکیوان,Very Rare,Male
آذرگشسب,Very Rare,Male
آذرگشسپ,Very Rare,Male
آذرگل,Common,Female
آذرگون,Very Rare,Female
آذرین,Very Rare,Neutral
آذریون,Very Rare,Female
آذین,Common,Neutral
آذین دخت,Common,Female
آذین فر,Very Rare,Male
آذین گل,Common,Female
آرا,Very Rare,Female
آراج,Very Rare,Male
آراد,Very Rare,Male
آرارات,Very Rare,Male
آراز,Very Rare,Male
آرازش,Very Rare,Male
آراس,Very Rare,Male
آراسته,Common,Neutral
آراستی,Very Rare,Neutral
آراشید,Common,Neutral
آرالیا,Very Rare,Female
آرام,Common,Neutral
آرام دخت,Common,Female
آرام دل,Common,Female
آرامش,Common,Female
آرامه,Very Rare,Female
آرامیس,Common,Female
آران,Very Rare,Male
آراگل,Common,Female
آرایه,Very Rare,Female
آرتا,Very Rare,Neutral
آرتاباز,Very Rare,Male
آرتابان,Very Rare,Male
آرتادخت,Common,Female
آرتان,Very Rare,Male
آرتاپارت,Very Rare,Male
آرتمن,Very Rare,Male
آرتمیس,Very Rare,Neutral
آرتنوس,Very Rare,Female
آرته دخت,Common,Female
آرتوان,Very Rare,Male
آرتونیس,Very Rare,Female
آرتیستون,Very Rare,Female
آرتیمان,Very Rare,Male
آرتیمیس,Very Rare,Female
آرتین,Frequently Used,Male
آرتینا,Common,Female
آرخا,Very Rare,Male
آردا,Very Rare,Male
آردین,Common,Male
آرزو,Frequently Used,Female
آرسام,Common,Male
آرسان,Common,Male
آرسن,Common,Male
آرسین,Common,Male
آرسینه,Very Rare,Female
آرش,Frequently Used,Male
آرشا,Common,Male
آرشام,Common,Male
آرشامه,Very Rare,Male
آرشان,Common,Male
آرشاویر,Very Rare,Male
آرشاک,Very Rare,Male
آرشیدا,Common,Female
آرشین,Common,Female
آرمان,Frequently Used,Male
آرمانا,Common,Female
آرمتی,Very Rare,Female
آرمناک,Very Rare,Male
آرمه,Common,Female
آرمیا,Common,Male
آرمیتا,Common,Female
آرمیتان,Common,Female
آرمیتی,Very Rare,Female
آرمیدخت,Common,Female
آرمیس,Common,Female
آرمیلا,Common,Female
آرمین,Frequently Used,Male
آرمینا,Common,Female
آرمیندخت,Common,Female
آرمینه,Very Rare,Female
آرمینی,Very Rare,Male
آرنا,Very Rare,Male
آرنوش,Common,Female
آرنوشا,Common,Female
آرنیکا,Very Rare,Female
آروا,Very Rare,Female
آروشا,Common,Neutral
آروکو,Very Rare,Male
آرویج,Very Rare,Male
آرویشه,Very Rare,Female
آروین,Very Rare,Male
آرپان,Very Rare,Male
آرژان,Common,Neutral
آرکا,Very Rare,Male
آرگون,Common,Female
آری,Very Rare,Male
آریا,Frequently Used,Male
آریاباد,Very Rare,Male
آریابان,Very Rare,Male
آریابد,Very Rare,Male
آریابرز,Very Rare,Male
آریادخت,Common,Female
آریاراد,Very Rare,Male
آریارامنه,Very Rare,Male
آریارمن,Very Rare,Male
آریاز,Very Rare,Male
آریاسب,Very Rare,Male
آریافر,Very Rare,Male
آریامن,Very Rare,Male
آریامنش,Very Rare,Male
آریامهر,Very Rare,Male
آریان,Very Rare,Neutral
آریانا,Common,Neutral
آریاناز,Common,Female
آریانوش,Common,Female
آریاک,Very Rare,Male
آریاگیو,Very Rare,Male
آریتما,Very Rare,Male
آریز,Very Rare,Male
آریس,Common,Male
آریسا,Common,Female
آریسان,Very Rare,Female
آریستا,Very Rare,Neutral
آریسته,Common,Male
آریشیدا,Very Rare,Female
آرین,Frequently Used,Male
آرینا,Common,Female
آریندخت,Common,Female
آریه,Very Rare,Male
آریو,Very Rare,Male
آریوبرزن,Very Rare,Male
آریوبرزین,Very Rare,Male
آریوداد,Very Rare,Male
آریوراد,Very Rare,Male
آریژه,Very Rare,Female
آزا,Very Rare,Male
آزاد,Very Rare,Male
آزاد منش,Common,Male
آزادبه,Common,Male
آزاددخت,Common,Female
آزادسرو,Very Rare,Male
آزادفروز,Very Rare,Male
آزادمهر,Common,Male
آزاده,Common,Female
آزاده خوی,Very Rare,Female
آزادچهر,Common,Female
آزاله,Very Rare,Female
آزالیا,Very Rare,Female
آزر,Very Rare,Male
آزران,Very Rare,Male
آزرم,Very Rare,Female
آزرم خاتون,Very Rare,Female
آزرمدخت,Common,Female
آزرمگان,Very Rare,Male
آزرمیدخت,Very Rare,Female
آزیتا,Common,Female
آزین,Common,Female
آسا,Common,Neutral
آسادخت,Common,Female
آساره,Very Rare,Female
آسام,Very Rare,Male
آسانا,Common,Female
آسایش,Common,Male
آستیاژ,Very Rare,Male
آستیاک,Very Rare,Male
آسدین,Very Rare,Male
آسمان,Common,Female
آسمانهور,Very Rare,Female
آسنا,Very Rare,Female
آسنات,Very Rare,Female
آسو,Very Rare,Neutral
آسودا,Common,Female
آسوده,Common,Female
آسپاداس,Very Rare,Male
آسپیان,Very Rare,Male
آسکی,Very Rare,Female
آسیا,Very Rare,Female
آسیدات,Very Rare,Male
آسیداد,Very Rare,Male
آسیمن,Very Rare,Female
آسیه,Common,Female
آشتی,Very Rare,Female
آشر,Very Rare,Male
آشنا,Common,Female
آشوب,Very Rare,Female
آشور,Very Rare,Male
آشورینا,Very Rare,Female
آشیان,Common,Female
آشینا,Common,Male
آصف,Very Rare,Male
آصفه,Very Rare,Female
آطوسا,Very Rare,Female
آغابانو,Very Rare,Female
آفاق,Very Rare,Female
آفت,Very Rare,Female
آفتاب,Common,Female
آفتابدخت,Common,Female
آفریده,Common,Female
آفریدون,Very Rare,Male
آفرین,Common,Female
آفرین ماه,Very Rare,Female
آفرین مهر,Common,Female
آفرین ناز,Common,Female
آفرین نوش,Common,Female
آفرین گل,Common,Female
آفریندخت,Common,Female
آفسانه,Common,Female
آفشید,Very Rare,Female
آق بانو,Common,Female
آق گل,Common,Female
آقاجان,Common,Male
آقامیر,Common,Male
آقاگل,Common,Male
آلا,Common,Neutral
آلاله,Common,Female
آلان قوا,Very Rare,Female
آلان گوا,Very Rare,Female
آلاوه,Very Rare,Female
آلاگل,Very Rare,Female
آلای,Very Rare,Female
آلب,Very Rare,Male
آلب ارسلان,Common,Male
آلب تکین,Very Rare,Male
آلبا,Very Rare,Female
آلتنای,Very Rare,Female
آلتون,Very Rare,Female
آلتونتاش,Very Rare,Male
آلتین,Very Rare,Female
آلتین گلین,Very Rare,Female
آلما,Very Rare,Female
آلماز,Very Rare,Female
آلماگل,Very Rare,Neutral
آلند,Very Rare,Female
آلنوش,Very Rare,Female
آلوگونه,Very Rare,Female
آلپ ارسلان,Very Rare,Male
آلپ تکین,Very Rare,Male
آلکا,Very Rare,Neutral
آلیا,Very Rare,Male
آلیس,Very Rare,Female
آلیسا,Common,Female
آلیش,Very Rare,Female
آلیشان,Very Rare,Neutral
آماتیس,Very Rare,Female
آماستریس,Very Rare,Female
آمال,Very Rare,Female
آمانج,Very Rare,Male
آماندا,Common,Male
آماندانا,Common,Female
آمتیس,Common,Female
آمستریس,Very Rare,Female
آمنه,Common,Female
آمنید,Very Rare,Male
آموتیا,Very Rare,Female
آموی,Very Rare,Male
آمیتریس,Very Rare,Female
آمیتیدا,Very Rare,Female
آمیتیس,Very Rare,Female
آمین,Common,Neutral
آن,Very Rare,Female
آنا,Common,Female
آناشید,Common,Female
آنالی,Common,Female
آناهیتا,Common,Female
آناهید,Common,Female
آناگ,Very Rare,Male
آنتیگون,Very Rare,Male
آندیا,Very Rare,Female
آنسه,Very Rare,Female
آنو,Very Rare,Female
آنوش,Common,Female
آنوشا,Common,Female
آنوشه,Common,Male
آنیا,Common,Female
آنیتا,Common,Female
آنیس,Common,Female
آنیسا,Common,Neutral
آنیل,Very Rare,Male
آهار,Very Rare,Female
آهنگ,Common,Female
آهو,Common,Female
آهید,Very Rare,Female
آهیر,Very Rare,Male
آهیل,Very Rare,Male
آهین,Very Rare,Male
آوا,Frequently Used,Female
آوات,Very Rare,Female
آوادان,Very Rare,Female
آوادخت,Common,Female
آوادیس,Very Rare,Neutral
آوازه,Common,Female
آوام,Common,Female
آوانوش,Common,Female
آوشن,Very Rare,Female
آون,Very Rare,Female
آونگ,Very Rare,Neutral
آوه,Very Rare,Male
آوگان,Very Rare,Male
آوید,Very Rare,Neutral
آویده,Very Rare,Female
آویر,Very Rare,Male
آویز,Very Rare,Neutral
آویزند,Very Rare,Female
آویزه,Very Rare,Female
آویسا,Very Rare,Female
آویشن,Very Rare,Female
آویشه,Very Rare,Female
آوین,Very Rare,Female
آوینا,Very Rare,Female
آویژه,Very Rare,Neutral
آپادا,Very Rare,Male
آپاداش,Very Rare,Male
آپادیپا,Very Rare,Female
آپاسای,Very Rare,Male
آپام,Very Rare,Female
آپاما,Very Rare,Female
آپامنه,Very Rare,Female
آپامه,Very Rare,Female
آپنیتا,Very Rare,Male
آپگیا,Very Rare,Female
آپگیتی,Very Rare,Female
آپیشن,Very Rare,Female
آچیق,Very Rare,Neutral
آچیم,Very Rare,Male
آژمان,Very Rare,Male
آژند,Very Rare,Neutral
آژنگ,Common,Male
آکام,Very Rare,Male
آکو,Very Rare,Male
آگا,Very Rare,Male
آگاهدخت,Very Rare,Female
آگرین,Very Rare,Female
آی,Very Rare,Female
آی اوز,Very Rare,Female
آی بک,Very Rare,Male
آی بی بی,Very Rare,Female
آی ترکی ماه,Very Rare,Female
آی خانم,Very Rare,Female
آی سودا,Common,Female
آی نشان,Very Rare,Female
آی پارا,Very Rare,Female
آی پری,Very Rare,Female
آیا تای,Very Rare,Female
آیت,Common,Male
آیت الله,Common,Male
آیتا,Very Rare,Female
آیتاش,Very Rare,Male
آیتای,Very Rare,Female
آیتغمش,Very Rare,Male
آیتن,Very Rare,Female
آیتونا,Very Rare,Male
آیتک,Very Rare,Female
آیتکین,Very Rare,Male
آیجان,Very Rare,Female
آیخان,Very Rare,Male
آیدا,Frequently Used,Female
آیدان,Very Rare,Female
آیدن,Very Rare,Female
آیدنگ,Very Rare,Female
آیدک,Very Rare,Female
آیدین,Very Rare,Male
آیرین,Common,Female
آیریک,Very Rare,Male
آیسا,Common,Female
آیسان,Common,Female
آیسل,Very Rare,Female
آیقان,Very Rare,Male
آیلا,Very Rare,Neutral
آیلار,Common,Female
آیلما,Common,Female
آیلی,Very Rare,Female
آیلین,Frequently Used,Female
آیما,Common,Female
آین,Very Rare,Neutral
آینا,Very Rare,Female
آیناز,Frequently Used,Female
آینور,Very Rare,Female
آیه,Very Rare,Female
آیهان,Very Rare,Male
آیکان,Very Rare,Male
آیگل,Common,Female
آیگوزل,Common,Female
آیگین,Very Rare,Female
آییل,Very Rare,Male
آیین,Common,Neutral
آیین گشسب,Very Rare,Male
آییژ,Very Rare,Female
اباذر,Common,Male
ابالفضل,Common,Male
ابتسام,Common,Female
ابتهاج,Common,Male
ابتهاش,Very Rare,Male
ابتین,Common,Male
ابده,Very Rare,Male
ابرارها,Very Rare,Male
ابراهیم,Frequently Used,Male
ابریشم,Very Rare,Female
ابناس,Very Rare,Female
ابوالحسن,Common,Male
ابوالحسین,Common,Male
ابوالعباس,Common,Male
ابوالعلا,Common,Male
ابوالفتح,Common,Male
ابوالفرج,Common,Male
ابوالفضل,Frequently Used,Male
ابوالقاسم,Common,Male
ابوبکر,Very Rare,Male
ابوذر,Common,Male
ابوریحان,Very Rare,Male
ابوطالب,Common,Male
ابوعزیز,Very Rare,Male
ابومسلم,Common,Male
ابیش,Very Rare,Male
اتبک,Very Rare,Male
اترس,Very Rare,Male
اترک,Very Rare,Male
اترین,Very Rare,Male
اثیر,Very Rare,Male
اثیرالدین,Very Rare,Male
احترام,Common,Female
احتشام,Common,Male
احد,Common,Male
احسان,Frequently Used,Neutral
احسان الله,Common,Male
احلام,Very Rare,Female
احمد,Frequently Used,Male
احمدرضا,Frequently Used,Male
احیا,Very Rare,Male
اختای,Very Rare,Male
اختر,Common,Female
اختیارالدین,Very Rare,Male
اخشاد,Very Rare,Male
اخشید,Very Rare,Male
اخگر,Very Rare,Female
ادرک,Very Rare,Female
ادریس,Common,Male
ادرینا,Very Rare,Female
ادلیا,Very Rare,Female
ادنا,Very Rare,Male
ادهم,Common,Male
ادیان,Very Rare,Male
ادیب,Common,Male
اذرخش,Very Rare,Male
اراد,Very Rare,Male
اران,Very Rare,Male
ارانوس,Very Rare,Female
ارباب,Very Rare,Male
ارباد,Very Rare,Male
ارباس,Very Rare,Male
اربیل,Very Rare,Male
ارتا,Very Rare,Neutral
ارتا آریا,Very Rare,Male
ارتاریا,Very Rare,Male
ارتاش,Very Rare,Female
ارتافرین,Very Rare,Male
ارتان,Very Rare,Male
ارتمن,Very Rare,Male
ارتنگ,Very Rare,Male
ارتگین,Very Rare,Male
ارتیان,Very Rare,Male
ارتین,Common,Male
ارج,Very Rare,Male
ارجاسب,Very Rare,Male
ارجاسپ,Very Rare,Male
ارجمند,Common,Male
ارد,Very Rare,Male
اردا,Very Rare,Male
اردشام,Very Rare,Male
اردشیر,Common,Male
اردلان,Common,Male
اردم,Very Rare,Male
اردوان,Very Rare,Male
اردویسور,Very Rare,Female
اردی داد,Very Rare,Male
اردیان,Very Rare,Male
اردیبهشت,Very Rare,Female
اردین,Very Rare,Male
ارزنده,Very Rare,Female
ارزین,Very Rare,Male
ارزینه,Very Rare,Female
ارس,Very Rare,Male
ارسا,Very Rare,Female
ارسام,Very Rare,Male
ارسان,Very Rare,Female
ارسطو,Common,Male
ارسلان,Common,Male
ارسمان,Very Rare,Male
ارسن,Very Rare,Male
ارسیا,Very Rare,Male
ارسیما,Very Rare,Male
ارش,Common,Male
ارشا,Very Rare,Neutral
ارشاد,Common,Male
ارشاسب,Common,Male
ارشام,Common,Male
ارشامه,Very Rare,Female
ارشان,Very Rare,Male
ارشانوش,Very Rare,Neutral
ارشاویر,Very Rare,Male
ارشاک,Very Rare,Male
ارشز,Very Rare,Male
ارشن,Very Rare,Male
ارشنوش,Very Rare,Female
ارشویر,Very Rare,Male
ارشک,Very Rare,Male
ارشیا,Common,Neutral
ارشیت,Very Rare,Female
ارشیدا,Common,Female
ارشیز,Very Rare,Male
ارشین,Very Rare,Female
ارغان,Very Rare,Male
ارغش,Very Rare,Male
ارغنون,Common,Female
ارغوان,Common,Female
ارغون,Very Rare,Neutral
ارفش,Very Rare,Male
ارفع,Very Rare,Male
ارم,Common,Neutral
ارماسب,Very Rare,Male
ارمان,Very Rare,Male
ارمانک,Very Rare,Male
ارمایل,Very Rare,Male
ارمغان,Common,Female
ارمیا,Common,Male
ارمیتا,Common,Female
ارمیس,Common,Male
ارمین,Common,Male
ارناز,Common,Female
ارناک,Very Rare,Male
ارنواز,Common,Female
ارنوش,Common,Male
ارواد,Very Rare,Male
اروتدنر,Very Rare,Male
اروس,Common,Female
اروشا,Common,Female
اروشه,Common,Female
ارون,Very Rare,Female
اروند,Common,Male
اروین,Common,Neutral
ارژن,Very Rare,Male
ارژنگ,Common,Male
ارکان,Very Rare,Male
ارکیده,Common,Female
ارکین,Very Rare,Male
اریا,Common,Male
اریاسب,Very Rare,Male
اریامن,Very Rare,Male
اریحا,Common,Female
اریدیس,Very Rare,Female
اریس,Very Rare,Male
ارین,Very Rare,Female
ارینا,Very Rare,Female
اریکا,Very Rare,Female
ازدر,Very Rare,Male
ازیرن,Very Rare,Male
اسامه,Common,Male
استاتیرا,Very Rare,Female
استاسیس,Very Rare,Male
استر,Very Rare,Female
استرا,Very Rare,Male
اسحاق,Common,Male
اسحق,Common,Male
اسد,Common,Male
اسدالدین,Common,Male
اسدالله,Common,Male
اسرا,Frequently Used,Female
اسرافیل,Very Rare,Male
اسرین,Very Rare,Female
اسعد,Very Rare,Male
اسفار,Very Rare,Male
اسفند دخت,Very Rare,Female
اسفندیار,Common,Male
اسلام,Common,Male
اسما,Frequently Used,Female
اسماعیل,Common,Male
اسمای,Frequently Used,Female
اسمعیل,Common,Male
اسنا,Very Rare,Female
اسپاد,Very Rare,Male
اسپانتا,Very Rare,Female
اسپنتا,Very Rare,Female
اسپنتمان,Very Rare,Male
اسپندیاد,Very Rare,Male
اسپندیار,Very Rare,Male
اسپنوی,Very Rare,Female
اسپهبد,Very Rare,Male
اسپیتامن,Very Rare,Male
اسپیتمن,Very Rare,Male
اسکندر,Common,Male
اشا,Very Rare,Male
اشااونی,Very Rare,Female
اشاداد,Very Rare,Male
اشتاد,Very Rare,Male
اشتار,Very Rare,Female
اشراق,Common,Male
اشرس,Very Rare,Male
اشرف,Common,Neutral
اشرف الدین,Common,Male
اشعیا,Common,Male
اشلی,Very Rare,Female
اشناس,Very Rare,Male
اشهن,Very Rare,Male
اشو,Very Rare,Male
اشوداد,Very Rare,Male
اشودخت,Very Rare,Female
اشوروی,Very Rare,Female
اشوزاد,Very Rare,Female
اشوفروهر,Very Rare,Male
اشومنش,Very Rare,Male
اشومهر,Very Rare,Female
اشوچهر,Very Rare,Female
اشک,Very Rare,Female
اشک ناز,Common,Male
اشکان,Frequently Used,Male
اشکبوس,Very Rare,Male
اشکش,Very Rare,Male
اشیر,Very Rare,Male
اصغر,Common,Male
اصلان,Common,Male
اصیل الدین,Very Rare,Male
اصیلا,Very Rare,Female
اطلس,Common,Female
اطلسی,Very Rare,Female
اطهر,Common,Female
اعتبارعلی,Very Rare,Male
اعتماد,Common,Male
اعظم,Common,Female
اعلا,Common,Male
اغریرث,Very Rare,Male
افتخارالدین,Very Rare,Male
افرا,Common,Female
افراسیاب,Common,Male
افرود,Very Rare,Male
افروز,Common,Female
افروغ,Common,Neutral
افریدون,Very Rare,Male
افرینا,Very Rare,Female
افسار,Very Rare,Female
افسانه,Very Rare,Female
افسر,Very Rare,Female
افسرخاتون,Very Rare,Female
افسردخت,Very Rare,Female
افسون,Very Rare,Female
افشار,Common,Male
افشان,Common,Female
افشید,Very Rare,Female
افشین,Common,Neutral
افضل,Common,Male
افضل الدین,Common,Male
افق,Very Rare,Female
افلاطون,Very Rare,Male
اقاقی,Very Rare,Female
اقاقیا,Common,Neutral
اقبال,Common,Neutral
اقبال علی,Very Rare,Male
اقدس,Common,Female
اقشین,Very Rare,Male
اقلیما,Common,Female
اقلیمیا,Common,Female
الارا,Very Rare,Female
الاهه,Common,Female
البتگین,Very Rare,Male
البرز,Common,Male
الحان,Very Rare,Female
الدنیز,Very Rare,Male
السا,Very Rare,Female
الشن,Very Rare,Male
الله نظر,Very Rare,Female
اللهیار,Common,Male
الما,Very Rare,Female
الماس,Common,Neutral
الماس خاتون,Very Rare,Female
المیرا,Common,Female
المینا,Common,Female
النا,Frequently Used,Female
الناز,Frequently Used,Female
الهام,Frequently Used,Female
الهه,Frequently Used,Female
الوا,Very Rare,Neutral
الوند,Common,Male
الچین,Very Rare,Male
الکا,Very Rare,Female
الکوس,Very Rare,Male
الیا,Very Rare,Neutral
الیاد,Very Rare,Male
الیار,Very Rare,Male
الیاس,Common,Male
الیان,Very Rare,Male
الیزه,Very Rare,Female
الیسا,Very Rare,Female
الیما,Very Rare,Female
الین,Very Rare,Female
الینا,Frequently Used,Female
الیکا,Very Rare,Female
ام البنین,Common,Female
امام قلی,Very Rare,Male
امان,Common,Male
امان الله,Common,Male
اماندا,Common,Female
امانه,Common,Female
امرداد,Very Rare,Female
امرسان,Very Rare,Male
امستریس,Very Rare,Female
امل,Very Rare,Female
امیتیس,Very Rare,Female
امید,Frequently Used,Male
امیده,Very Rare,Female
امیدوار,Common,Male
امیر,Frequently Used,Male
امیر ارسلان,Common,Male
امیرا,Very Rare,Female
امیرحافظ,Frequently Used,Male
امیرحسین,Frequently Used,Male
امیردخت,Common,Female
امیررضا,Frequently Used,Male
امیرطاها,Common,Male
امیرعباس,Frequently Used,Male
امیرعلی,Frequently Used,Male
امیرمحمد,Frequently Used,Male
امیرمهدی,Frequently Used,Male
امیرنظام,Common,Male
امیره,Common,Female
امیرپارسا,Common,Male
امیرکسری,Common,Male
امیل,Very Rare,Female
امیله,Very Rare,Female
امین,Frequently Used,Male
امین الدین,Common,Male
امین الله,Common,Male
امین دخت,Common,Female
امینا,Common,Neutral
امینه,Common,Female
انار,Common,Female
انارام,Very Rare,Female
انارگل,Common,Female
اندریمان,Very Rare,Male
اندمان,Very Rare,Male
اندی,Very Rare,Male
اندیان,Very Rare,Male
اندیشه,Common,Female
انسیه,Common,Female
انوش,Common,Neutral
انوش زاد,Very Rare,Male
انوشا,Common,Female
انوشتکین,Very Rare,Male
انوشروان,Common,Male
انوشه,Very Rare,Female
انوشه دخت,Very Rare,Female
انوشه روان,Very Rare,Female
انوشک,Very Rare,Female
انوشکا,Very Rare,Female
انوشکزاد,Very Rare,Female
انوشیروان,Common,Male
انگاره,Common,Female
انگبین,Common,Female
انگیزه,Very Rare,Female
انیبا,Very Rare,Female
انیتا,Common,Female
انیران,Very Rare,Female
انیس,Common,Female
انیسا,Common,Female
انیسه,Common,Female
انیسون,Very Rare,Female
اهرن,Very Rare,Male
اهنود,Very Rare,Male
اهورا,Very Rare,Male
اهورا مزدا,Very Rare,Male
اهوراداد,Very Rare,Male
اهورامزد,Very Rare,Male
اهونور,Very Rare,Female
اوات,Very Rare,Male
اوتانا,Very Rare,Male
اوحد,Common,Male
اوحدالدین,Very Rare,Male
اوخشیا,Very Rare,Male
اوراشی,Very Rare,Female
اورامان,Very Rare,Neutral
اوران,Very Rare,Female
اورانوس,Very Rare,Female
اورداد,Very Rare,Male
اورمزد,Very Rare,Male
اورمزدیار,Very Rare,Male
اورند,Very Rare,Male
اورنگ,Common,Male
اورنینا,Very Rare,Female
اورکام,Very Rare,Male
اوریا,Very Rare,Male
اوریاد,Very Rare,Male
اوریسا,Very Rare,Female
اورینا,Very Rare,Female
اوس,Very Rare,Male
اوستا,Very Rare,Male
اوستانه,Very Rare,Male
اوشه,Very Rare,Male
اوشهنگ,Very Rare,Male
اوشیدر,Very Rare,Male
اولاد,Very Rare,Male
اولدوز,Very Rare,Female
اوژن,Very Rare,Male
